	longitude	latitude	depth	mag	years	months	days	hours	minutes	seconds	author
10718	43.9843	41.4623	4	162	2012	08	14	07	27	46	TIF
10719	44.8970	41.7158	0	148	2012	08	14	13	53	17	TIF
10720	43.8353	42.4840	16	2.9	2012	08	14	17	32	59	TIF
10721	45.6638	42.1387	10	3.6	2012	08	15	14	30	08	TIF
10722	44.0756	41.3700	13	0	2012	08	16	00	11	52	ISC
10723	44.7035	41.7235	11	241	2012	08	16	03	18	01	TIF
10724	43.0153	41.7901	13	0	2012	08	16	15	24	44	ISC
10725	42.8708	42.4398	11	275	2012	08	17	13	27	51	TIF
10726	44.3740	41.4225	0	126	2012	08	21	14	51	00	TIF
10727	46.0178	42.0635	8	3.5	2012	08	23	02	29	40	TIF
10728	43.1514	41.7758	10	0	2012	08	23	05	04	28	ISC
10729	44.9045	41.7785	0	159	2012	08	23	12	54	18	TIF
10730	44.4353	43.8858	15	0	2012	08	24	04	14	05	ISC
10731	43.8613	42.3812	13	170	2012	08	25	01	32	26	TIF
10732	43.8747	41.4120	9	140	2012	08	26	03	54	16	TIF
10733	43.8912	41.3324	13	0	2012	08	26	20	24	23	ISC
10734	44.0185	41.4303	12	143	2012	08	27	00	01	51	TIF
10735	46.1598	42.1313	20	260	2012	08	27	21	54	45	TIF
10736	46.0591	41.9816	9	0	2012	08	28	21	15	42	ISC
10737	44.0804	41.3847	14	0	2012	08	29	01	46	33	ISC
10738	46.8675	41.8503	26	2.7	2012	08	30	01	26	14	TIF
10739	44.4757	41.4363	0	156	2012	08	31	10	10	56	TIF
10740	44.0707	41.3317	14	176	2012	08	31	16	49	50	TIF
10741	44.1053	41.4232	12	148	2012	08	31	23	27	38	TIF
10742	43.9690	41.4738	24	156	2012	09	01	02	26	44	TIF
10743	43.9668	41.4625	25	131	2012	09	01	02	27	27	TIF
10744	44.1065	41.4260	13	147	2012	09	01	05	17	58	TIF
10745	43.0564	42.3263	3	0	2012	09	02	11	15	19	ISC
10746	45.5437	42.6518	26	0	2012	09	03	01	43	34	ISC
10747	44.4224	42.7410	17	0	2012	09	03	02	36	43	ISC
10748	44.0402	41.3382	13	174	2012	09	03	02	47	24	TIF
10749	44.1493	41.7563	6	195	2012	09	03	06	07	53	AFAD
10750	45.0983	43.0179	23	0	2012	09	03	08	45	46	ISC
10751	45.3037	41.6398	28	210	2012	09	10	16	19	41	TIF
10752	46.3652	41.7803	25	0	2012	09	04	01	19	47	ISC
10753	44.0028	41.1510	29	237	2012	09	04	11	58	41	TIF
10754	43.5169	42.4416	12	0	2012	09	04	18	28	01	ISC
10755	43.6595	41.3307	10	131	2012	09	05	16	10	00	TIF
10756	43.6550	41.3152	14	137	2012	09	05	22	33	48	TIF
10757	46.4097	41.8105	18	0	2012	09	06	14	28	25	ISC
10758	45.7617	42.9116	22	0	2012	09	06	20	05	11	ISC
10759	46.3772	41.8052	17	282	2012	09	07	01	52	55	TIF
10760	43.6193	41.8650	13	117	2012	09	07	04	43	30	TIF
10761	43.9843	42.8471	11	0	2012	09	07	12	24	21	ISC
10762	45.7068	41.3116	17	0	2012	09	08	00	02	56	ISC
10763	43.3539	41.9257	33	0	2012	09	09	00	51	06	ISC
10764	44.1183	41.4172	9	150	2012	09	09	19	47	27	TIF
10765	43.9125	41.3615	13	161	2012	09	09	22	03	39	TIF
10766	44.0287	41.4367	8	3.4	2012	09	10	05	34	46	TIF
10767	43.4657	41.5318	12	189	2012	09	10	15	29	53	TIF
10768	45.3418	41.6932	26	225	2012	09	10	16	32	16	TIF
10769	44.0207	41.4502	8	2.2	2012	09	10	20	36	36	TIF
10770	47.0582	41.9612	21	309	2012	09	11	18	55	58	TIF
10771	43.6892	41.3838	6	108	2012	09	12	02	11	22	AFAD
10772	43.9390	41.3762	9	158	2012	09	12	17	35	56	TIF
10773	43.4943	41.3300	14	229	2012	09	13	09	13	29	TIF
10774	44.4875	41.8676	16	0	2012	09	14	08	29	28	ISC
10775	45.0359	42.9770	18	0	2012	09	14	10	44	14	ISC
10776	42.8225	42.5348	7	0	2012	09	14	12	28	27	ISC
10777	44.0187	41.4563	9	135	2012	09	14	17	25	13	TIF
10778	45.8142	42.1028	12	252	2012	09	16	23	14	00	TIF
10779	44.4656	42.7071	8	0	2012	09	16	23	45	14	ISC
10780	43.4360	41.7663	24	122	2012	09	17	15	20	48	TIF
10781	44.3918	41.4195	0	114	2012	09	18	12	38	31	TIF
10782	43.9807	41.3618	13	165	2012	09	19	20	40	18	TIF
10783	45.4951	42.4491	0	0	2012	09	19	22	18	40	ISC
10784	45.5003	42.4479	14	0	2012	09	20	02	04	45	ISC
10785	44.4650	41.4548	0	163	2012	09	20	10	53	33	TIF
10786	46.0329	42.0077	13	0	2012	09	22	00	58	59	ISC
10787	44.0107	41.3287	15	83	2012	09	22	20	36	31	TIF
10788	43.3003	41.8580	9	209	2012	09	23	18	24	35	TIF
10789	43.2650	41.8558	25	212	2012	09	23	18	45	04	TIF
10790	43.1967	41.3748	7	173	2012	09	24	06	15	17	AFAD
10791	44.4440	41.4478	0	160	2012	09	24	12	32	56	TIF
10792	43.2238	42.5270	15	215	2012	09	24	22	29	33	TIF
10793	43.8730	41.3917	14	147	2012	09	24	23	16	25	TIF
10794	43.7920	41.4510	13	170	2012	09	25	01	43	52	TIF
10795	44.3848	42.8515	17	0	2012	09	25	04	35	22	ISC
10796	43.5682	42.4767	9	0	2012	09	25	11	26	09	ISC
10797	44.0437	41.4282	9	144	2012	09	25	11	35	31	TIF
10798	43.5042	41.3610	20	206	2012	09	25	15	12	51	TIF
10799	43.6823	41.3678	13	134	2012	09	26	04	17	37	TIF
10800	44.4003	41.4333	0	102	2012	09	26	12	45	53	TIF
10801	43.9820	41.3217	16	179	2012	09	27	15	14	36	TIF
10802	43.9915	41.3218	14	176	2012	09	28	04	14	32	TIF
10803	45.8270	41.2272	18	0	2012	09	28	21	16	26	ISC
10804	45.5140	42.0090	18	201	2012	09	28	21	29	45	TIF
10805	43.1636	42.5793	13	0	2012	09	30	05	28	15	ISC
10806	42.9877	42.4168	17	3.2	2012	09	30	18	46	39	TIF
10807	44.3623	41.4293	8	114	2012	09	30	23	15	14	TIF
10808	43.9462	41.3700	18	160	2012	10	01	10	57	57	TIF
10809	44.7498	41.9233	21	147	2012	10	01	21	19	31	TIF
10810	43.9352	41.3862	14	154	2012	10	02	00	17	12	TIF
10811	43.9215	41.3895	13	152	2012	10	03	01	13	05	TIF
10812	43.8845	41.3680	12	159	2012	10	03	12	15	13	TIF
10813	44.5030	42.9055	12	0	2012	10	03	20	54	02	ISC
10814	43.9223	41.3202	12	178	2012	10	05	14	10	35	TIF
10815	44.1338	41.4095	16	2.2	2012	10	05	16	20	42	TIF
10816	43.7905	41.3375	13	120	2012	10	06	07	22	11	TIF
10817	44.4767	41.4650	0	164	2012	10	06	14	11	53	TIF
10818	44.0453	41.4293	10	144	2012	10	06	14	12	59	TIF
10819	44.4692	41.4398	0	157	2012	10	06	16	15	10	TIF
10820	43.8753	41.3483	8	163	2012	10	06	16	18	58	TIF
10821	44.1183	41.4282	14	145	2012	10	07	00	23	01	TIF
10822	44.1323	41.4043	12	155	2012	10	07	17	28	37	TIF
10823	43.9435	41.3357	13	171	2012	10	08	06	47	07	TIF
10824	45.3622	42.4192	0	266	2012	10	08	18	27	52	TIF
10825	42.1671	41.9409	14	0	2012	10	08	22	35	32	ISC
10826	43.8830	41.3935	8	147	2012	10	09	09	57	40	TIF
10827	44.4243	41.4422	0	147	2012	10	09	12	54	50	TIF
10828	44.0180	41.4472	10	178	2012	10	10	08	12	36	TIF
10829	44.4241	41.3694	7	0	2012	10	10	13	39	17	ISC
10830	43.7073	41.4323	8	111	2012	10	10	16	09	01	TIF
10831	43.3345	41.6415	17	306	2012	10	10	17	23	39	TIF
10832	43.7870	41.3702	11	114	2012	10	10	19	14	10	TIF
10833	44.4668	41.4385	0	136	2012	10	11	11	33	25	TIF
10834	43.3997	42.5442	6	0	2012	10	12	00	06	21	ISC
10835	44.4168	41.4432	0	108	2012	10	12	12	54	36	TIF
10836	43.5817	42.5010	11	0	2012	10	13	02	53	53	ISC
10837	43.9850	41.3428	7	172	2012	10	13	08	54	53	TIF
10838	43.3291	41.4983	6	0	2012	10	13	09	46	33	ISC
10839	44.0373	41.4460	9	139	2012	10	14	07	25	15	TIF
10840	46.2585	41.6921	8	0	2012	10	14	10	19	28	ISC
10841	46.3161	41.7143	12	0	2012	10	14	10	25	29	ISC
10842	46.2871	41.7073	13	0	2012	10	14	10	27	11	ISC
10843	46.2442	41.6777	10	0	2012	10	14	10	47	43	ISC
10844	46.3231	41.6723	8	0	2012	10	14	12	09	47	ISC
10845	46.2649	41.6906	13	0	2012	10	14	12	32	54	ISC
10846	44.0715	41.3703	16	166	2012	10	14	13	22	15	TIF
10847	46.3421	41.7576	18	0	2012	10	14	14	45	45	ISC
10848	46.3404	41.7473	26	0	2012	10	14	15	44	37	ISC
10849	46.3813	42.0105	7	274	2012	10	14	17	04	15	TIF
10850	44.0113	41.4213	14	171	2012	10	14	18	51	37	TIF
10851	46.2905	41.7305	2	0	2012	10	14	21	02	54	ISC
10852	43.8585	42.3763	14	138	2012	10	14	23	59	55	TIF
10853	46.3493	41.7242	19	0	2012	10	15	02	33	17	ISC
10854	46.3647	41.7349	13	0	2012	10	15	04	16	09	ISC
10855	44.4288	41.4377	0	106	2012	10	15	09	17	49	TIF
10856	44.0123	41.4032	14	177	2012	10	15	09	38	17	TIF
10857	46.3294	41.7846	17	0	2012	10	16	23	03	49	ISC
10858	43.7662	41.3973	13	146	2012	10	17	04	25	24	TIF
10859	46.3814	41.7052	11	0	2012	10	17	04	57	25	ISC
10860	44.8540	41.8833	0	259	2012	10	17	11	37	47	TIF
10861	44.6412	43.2998	12	3.1	2012	10	17	20	28	54	TIF
10862	43.9888	41.3352	14	71	2012	10	18	00	40	37	TIF
10863	44.2553	43.4758	19	0	2012	10	18	15	50	13	ISC
10864	45.6732	42.1307	7	223	2012	10	18	16	14	14	TIF
10865	43.9330	41.3657	15	161	2012	10	18	17	35	34	TIF
10866	46.3383	41.6857	0	0	2012	10	18	18	48	35	ISC
10867	44.5152	41.3830	16	185	2012	10	19	06	41	41	TIF
10868	43.9373	41.3732	14	158	2012	10	19	21	59	26	TIF
10869	45.4138	41.3168	19	225	2012	10	21	21	49	06	TIF
10870	43.9757	42.4579	7	0	2012	10	21	23	20	28	ISC
10871	44.0722	41.3520	14	172	2012	10	22	11	58	42	TIF
10872	44.0803	41.3823	19	162	2012	10	22	21	28	41	TIF
10873	43.9898	41.3188	19	177	2012	10	23	04	00	36	TIF
10874	46.3266	41.7700	15	0	2012	10	23	04	35	00	ISC
10875	45.6043	42.2378	15	252	2012	10	23	22	12	04	TIF
10876	44.4431	43.9878	13	0	2012	10	23	22	59	37	ISC
10877	45.5142	43.0150	14	0	2012	10	24	00	29	33	ISC
10878	42.5132	41.5315	6	143	2012	10	24	01	09	39	AFAD
10879	43.4589	42.5133	1	0	2012	10	24	02	46	13	ISC
10880	45.9806	41.9224	14	0	2012	10	25	01	36	55	ISC
10881	45.4577	41.1082	10	0	2012	10	25	10	58	47	ISC
10882	44.0958	42.4193	10	151	2012	10	25	11	37	45	TIF
10883	43.4130	41.4237	14	139	2012	10	26	02	40	37	TIF
10884	45.3453	41.3393	16	194	2012	10	26	07	39	54	TIF
10885	44.4917	41.4027	0	164	2012	10	26	12	27	16	TIF
10886	43.8280	42.4129	3	0	2012	10	26	19	51	09	ISC
10887	46.0052	41.9807	14	196	2012	10	27	19	53	49	TIF
10888	46.0252	42.0796	21	0	2012	10	28	15	08	38	ISC
10889	45.3332	41.3843	9	186	2012	10	29	06	11	26	TIF
10890	46.4100	41.9498	20	303	2012	10	29	15	39	24	TIF
10891	46.3627	42.0112	22	304	2012	10	29	16	24	14	TIF
10892	46.4222	41.9902	16	304	2012	10	29	17	16	54	TIF
10893	46.3877	42.0140	12	284	2012	10	30	20	14	58	TIF
10894	44.1643	41.3922	17	2.3	2012	10	31	00	35	34	TIF
10895	43.9279	41.3191	0	0	2012	10	31	12	52	18	ISC
10896	46.2438	41.9412	16	308	2012	10	31	18	58	23	TIF
10897	45.5253	41.5420	29	129	2012	11	01	02	34	59	TIF
10898	43.9433	41.3253	13	173	2012	11	02	00	48	24	TIF
10899	45.8108	42.2787	20	223	2012	11	02	15	32	42	TIF
10900	43.4997	41.5143	11	0	2012	11	03	03	21	32	ISC
10901	45.9087	42.1918	14	242	2012	11	03	12	20	08	TIF
10902	43.4943	41.5008	11	263	2012	11	03	15	03	57	TIF
10903	45.9610	42.1787	25	244	2012	11	03	15	55	47	TIF
10904	44.3988	41.4445	0	135	2012	11	06	12	45	26	TIF
10905	46.6459	41.5004	7	0	2012	11	06	19	27	57	ISC
10906	43.4945	41.6247	9	89	2012	11	07	07	05	15	TIF
10907	44.3910	41.4593	0	99	2012	11	07	10	19	40	TIF
10908	46.7488	41.6982	12	312	2012	11	08	14	10	22	TIF
10909	46.3421	41.6761	3	0	2012	11	09	01	49	48	ISC
10910	46.4110	41.8107	11	0	2012	11	09	02	58	01	ISC
10911	43.5784	42.4800	11	0	2012	11	09	03	00	07	ISC
10912	46.3207	41.9945	7	298	2012	11	10	01	31	42	TIF
10913	46.8915	41.5728	17	3.4	2012	11	10	03	16	54	TIF
10914	44.3718	41.4132	0	121	2012	11	15	13	36	31	TIF
10915	46.3637	41.9858	5	3.3	2012	11	17	00	18	34	TIF
10916	44.0468	41.4058	9	152	2012	11	17	03	32	12	TIF
10917	44.7827	42.4162	18	196	2012	11	20	17	09	04	TIF
10918	45.8815	42.2550	12	3.2	2012	11	20	18	06	34	TIF
10919	45.1452	42.4836	5	0	2012	11	20	22	42	44	ISC
10920	43.9383	41.3682	9	160	2012	11	23	17	18	24	TIF
10921	41.4967	42.5285	36	337	2013	01	05	19	00	21	TIF
10922	43.7564	42.4217	13	0	2012	11	23	21	48	18	ISC
10923	43.9670	41.3537	9	167	2012	11	23	22	19	38	TIF
10924	44.0053	41.4060	10	176	2012	11	26	06	46	21	TIF
10925	43.7310	41.4090	8	154	2012	11	29	16	24	53	TIF
10926	44.4207	41.4288	0	147	2012	12	01	10	34	57	TIF
10927	45.9192	41.9113	34	170	2012	12	04	13	10	45	TIF
10928	43.9532	41.3563	9	194	2012	12	05	05	34	29	TIF
10929	46.2607	41.6843	7	0	2012	12	05	13	42	25	ISC
10930	46.2479	41.7092	15	0	2012	12	05	13	48	15	ISC
10931	46.2895	41.7057	13	0	2012	12	05	13	49	17	ISC
10932	44.4263	41.4453	0	148	2012	12	07	09	58	52	TIF
10933	45.7701	42.6693	3	0	2012	12	09	16	18	16	ISC
10934	45.5663	43.2957	31	3.4	2012	12	09	22	15	02	TIF
10935	44.4417	41.4620	0	267	2012	12	10	11	29	37	TIF
10936	45.9189	42.1446	17	0	2012	12	10	17	17	16	ISC
10937	43.9197	41.3380	17	170	2012	12	11	10	06	21	TIF
10938	43.9280	41.3207	16	2.2	2012	12	11	20	10	47	TIF
10939	43.9182	41.2919	14	0	2012	12	11	20	14	52	ISC
10940	44.0457	41.4205	8	147	2012	12	11	21	53	31	TIF
10941	43.6002	41.3497	13	126	2012	12	12	09	18	52	TIF
10942	45.5256	42.1759	22	0	2012	12	16	18	24	47	ISC
10943	43.8587	41.4198	12	175	2012	12	18	17	37	43	TIF
10944	46.0274	42.0442	4	0	2012	12	18	22	49	08	ISC
10945	43.8632	41.4173	11	168	2012	12	18	23	05	10	TIF
10946	45.4271	41.2494	3	0	2012	12	19	02	07	59	ISC
10947	45.4004	41.2616	7	0	2012	12	19	05	21	26	ISC
10948	43.8623	41.4088	7	170	2012	12	19	10	36	06	TIF
10949	46.3186	41.6337	18	0	2012	12	19	11	38	48	ISC
10950	44.3075	41.4553	17	201	2012	12	19	16	41	28	TIF
10951	44.0137	41.4675	13	173	2012	12	19	20	24	39	TIF
10952	44.1180	41.4218	7	152	2012	12	20	15	12	43	AFAD
10953	44.0170	41.4477	12	177	2012	12	20	18	40	30	TIF
10954	43.4781	42.5244	10	0	2012	12	21	17	30	21	ISC
10955	43.4789	42.5377	12	0	2012	12	21	17	44	05	ISC
10956	43.8635	41.4117	11	170	2012	12	22	03	33	57	TIF
10957	43.8651	42.5871	30	0	2012	12	22	08	32	54	ISC
10958	43.8600	41.4212	10	155	2012	12	22	09	46	43	TIF
10959	41.0862	42.4246	6	0	2012	12	23	13	35	58	ISC
10960	41.0285	42.3805	11	0	2012	12	23	13	42	50	ISC
10961	40.9220	42.3647	10	0	2012	12	23	13	48	43	ISC
10962	41.0539	42.4245	7	0	2012	12	23	13	56	07	ISC
10963	41.0180	42.4470	4	0	2012	12	23	13	56	43	ISC
10964	40.9981	42.4273	2	0	2012	12	23	14	18	41	ISC
10965	40.9914	42.4505	12	0	2012	12	23	14	55	21	ISC
10966	41.0776	42.3912	11	0	2012	12	23	15	06	25	ISC
10967	41.0041	42.3844	4	0	2012	12	23	15	13	04	ISC
10968	41.0511	42.3977	10	0	2012	12	23	15	25	25	ISC
10969	45.3958	41.3265	29	152	2013	01	13	08	29	44	TIF
10970	41.0261	42.3863	6	0	2012	12	23	15	45	05	ISC
10971	41.0739	42.3936	10	0	2012	12	23	15	54	09	ISC
10972	45.6563	41.9064	6	0	2012	12	25	03	59	20	ISC
10973	41.0917	42.3761	5	0	2012	12	25	09	37	25	ISC
10974	42.3487	41.1533	7	201	2012	12	25	18	48	39	AFAD
10975	41.1395	42.3575	9	0	2012	12	25	19	38	54	ISC
10976	40.9651	42.4036	4	0	2012	12	25	22	54	11	ISC
10977	41.0679	42.4105	10	0	2012	12	26	00	02	01	ISC
10978	41.0520	42.4092	17	242	2012	12	26	00	22	04	TIF
10979	41.0493	42.3832	9	1	2012	12	26	04	03	49	ISC
10980	40.6897	41.9018	7	306	2012	12	26	09	12	42	AFAD
10981	41.0517	42.3841	7	0	2012	12	26	14	22	27	ISC
10982	40.9511	42.3775	5	1	2012	12	26	17	47	44	ISC
10983	41.1335	42.3876	10	0	2012	12	26	18	05	06	ISC
10984	44.9897	42.4678	26	215	2013	03	26	17	25	49	TIF
10985	41.0234	42.3844	7	0	2012	12	28	14	41	50	ISC
10986	43.9230	41.4125	12	176	2012	12	28	22	57	59	TIF
10987	43.9695	41.3395	9	147	2012	12	28	23	30	12	TIF
10988	43.9930	41.4670	7	171	2012	12	29	01	21	38	TIF
10989	43.9972	41.4672	8	171	2012	12	29	01	22	20	TIF
10990	40.9237	42.4282	12	1	2012	12	29	14	22	45	ISC
10991	41.0134	42.4226	12	0	2012	12	31	03	41	25	ISC
10992	40.9718	42.3758	3	0	2013	01	02	04	57	49	ISC
10993	41.6180	40.9330	6	1.5	2013	01	02	16	02	10	AFAD
10994	43.5493	42.5449	17	0	2013	01	03	13	23	40	ISC
10995	42.1442	42.6350	9	305	2013	01	03	19	38	35	TIF
10996	41.2510	42.3220	7	3.2	2013	01	04	15	18	13	AFAD
10997	45.4272	42.6807	2	0	2013	01	04	20	17	20	ISC
10998	40.9209	42.1698	10	0	2013	01	05	01	38	05	ISC
10999	40.6000	41.8900	6	2.6	2013	01	05	02	30	51	AFAD
11000	41.0330	42.2270	6	3.0	2013	01	05	10	23	38	AFAD
11001	46.2381	42.0819	10	0	2013	01	13	18	30	16	ISC
11002	45.4461	42.5767	12	0	2013	01	16	02	08	27	ISC
11003	44.8968	41.8052	17	0	2013	01	16	13	53	38	ISC
11004	43.0248	42.3425	7	0	2013	01	17	20	38	18	ISC
11005	43.7320	41.7140	7	2.4	2013	01	18	01	11	57	AFAD
11006	44.1367	41.4168	8	194	2013	01	23	00	30	35	TIF
11007	40.7250	42.1450	6	2.6	2013	01	23	05	18	44	AFAD
11008	44.6676	41.4180	2	0	2013	01	27	02	55	33	ISC
11009	46.7548	41.4455	25	0	2013	01	28	21	39	46	ISC
11010	43.9762	41.3210	15	149	2013	01	30	02	51	38	TIF
11011	40.6906	41.4652	4	0	2013	01	30	03	28	47	ISC
11012	40.9721	42.4150	18	0	2013	01	30	03	42	42	ISC
11013	40.8770	42.1630	6	2.4	2013	01	30	04	14	03	AFAD
11014	43.0465	41.9938	21	213	2013	01	30	18	41	19	TIF
11015	40.9940	42.2200	6	2.3	2013	01	30	23	21	11	AFAD
11016	41.1694	42.3463	1	0	2013	02	01	13	07	43	ISC
11017	43.9260	41.3138	16	125	2013	02	05	09	02	09	TIF
11018	40.6088	42.1197	24	346	2013	02	05	17	20	44	TIF
11019	40.6990	42.0620	7	2.2	2013	02	06	03	46	51	AFAD
11020	41.0668	42.3884	11	0	2013	02	06	04	17	42	ISC
11021	41.2516	42.3768	16	0	2013	02	06	07	44	52	ISC
11022	44.1590	41.4003	11	157	2013	02	06	23	57	26	TIF
11023	45.5450	42.1680	14	243	2013	02	08	21	18	20	TIF
11024	41.5820	41.2520	7	2.1	2013	02	09	10	34	15	AFAD
11025	41.1645	42.3930	5	0	2013	02	10	13	59	31	ISC
11026	43.4390	42.0535	15	250	2013	02	10	15	56	30	TIF
11027	44.0905	41.4008	12	156	2013	02	10	21	01	05	TIF
11028	45.3844	41.3872	7	0	2013	02	11	02	36	42	ISC
11029	43.9952	41.4300	7	135	2013	02	11	06	57	19	TIF
11030	44.1298	41.3843	8	119	2013	02	12	20	51	28	TIF
11031	41.7120	42.1090	7	2.3	2013	02	13	07	48	34	AFAD
11032	41.2995	41.3343	7	311	2012	11	14	19	17	12	AFAD
11033	41.3430	41.6480	7	2.1	2013	02	13	13	43	46	AFAD
11034	44.0415	41.4250	8	145	2013	02	14	07	32	01	TIF
11035	43.9718	41.3365	9	173	2013	02	14	08	48	19	TIF
11036	44.7380	41.4560	7	2.1	2013	02	15	22	08	28	AFAD
11037	45.4170	42.4823	13	3.1	2013	02	16	01	59	53	TIF
11038	43.6528	41.3227	0	153	2013	02	16	10	24	42	TIF
11039	40.7358	42.2575	41	349	2013	02	16	15	44	16	TIF
11040	43.9260	41.3510	7	2.3	2013	02	17	09	22	33	AFAD
11041	46.9608	41.2756	5	0	2013	02	17	09	47	37	ISC
11042	45.5489	42.6354	26	0	2013	02	20	18	11	37	ISC
11043	45.4335	42.6753	16	3.3	2013	02	20	18	35	06	TIF
11044	45.4590	42.5698	0	0	2013	02	20	18	35	10	ISC
11045	45.5027	42.5803	5	0	2013	02	20	18	38	11	ISC
11046	45.5265	42.6290	19	3.4	2013	02	21	01	03	48	TIF
11047	45.5292	42.5534	3	0	2013	02	21	01	06	15	ISC
11048	42.2208	41.6845	7	350	2012	11	15	13	05	05	AFAD
11049	45.5255	42.5983	16	0	2013	02	21	01	09	47	ISC
11050	45.3992	42.3290	25	207	2013	02	21	07	05	24	TIF
11051	45.3410	42.3197	24	3.5	2013	02	21	08	48	45	TIF
11052	45.4780	42.6160	11	0	2013	02	23	00	43	08	ISC
11053	41.6221	41.3588	8	0	2013	02	23	12	43	20	ISC
11054	42.5410	41.6690	7	2.3	2013	02	23	22	10	15	AFAD
11055	44.0690	41.8010	6	1.9	2013	02	24	00	21	59	AFAD
11056	44.1315	41.4140	6	151	2013	02	25	23	30	27	TIF
11057	42.1228	42.9642	15	329	2013	02	27	03	28	09	TIF
11058	41.8628	42.1953	16	303	2013	02	27	08	49	45	TIF
11059	44.0470	41.3273	9	180	2013	02	27	13	56	30	TIF
11060	44.0340	41.3492	16	172	2013	02	27	13	57	35	TIF
11061	44.1418	41.4307	7	144	2013	02	27	16	55	03	TIF
11062	45.2547	41.7982	18	164	2013	02	28	01	06	32	TIF
11063	46.3180	41.7472	18	289	2013	02	28	04	58	25	TIF
11064	45.2445	41.8892	9	207	2013	03	01	10	27	46	TIF
11065	40.6617	42.2353	42	336	2013	03	01	15	26	30	TIF
11066	39.8107	42.6612	21	286	2012	11	15	13	32	28	AFAD
11067	41.0712	42.4495	13	0	2013	03	02	15	13	21	ISC
11068	40.8985	42.3122	38	315	2013	03	03	11	05	54	TIF
11069	40.6950	42.0640	7	2.5	2013	03	03	13	03	09	AFAD
11070	45.4141	42.5739	15	0	2013	03	04	01	38	17	ISC
11071	46.1948	41.8363	20	167	2013	03	04	02	14	44	TIF
11072	45.4133	42.5746	21	0	2013	03	04	02	46	01	ISC
11073	41.0016	42.3984	2	0	2013	03	04	06	47	00	ISC
11074	44.2177	41.4895	10	119	2013	03	05	05	45	20	TIF
11075	41.1228	42.3536	7	0	2013	03	06	01	57	44	ISC
11076	41.9988	41.5378	9	262	2013	03	06	15	18	43	TIF
11077	41.7880	41.3160	5	1.6	2013	03	06	18	53	04	AFAD
11078	44.0189	41.4539	9	0	2013	03	07	09	45	08	ISC
11079	42.1211	42.2957	15	0	2013	03	07	13	53	30	ISC
11080	44.1322	41.4175	10	150	2013	03	10	04	33	21	TIF
11081	41.6247	41.4243	17	198	2013	03	10	13	07	00	TIF
11082	41.3847	41.3140	13	278	2013	03	11	13	44	42	TIF
11083	41.3860	41.4220	7	2.2	2013	03	12	11	52	41	AFAD
11084	41.7717	41.7733	18	300	2013	03	12	12	09	12	TIF
11085	43.9817	41.3698	6	162	2013	03	12	16	41	14	TIF
11086	43.8988	41.3620	5	160	2013	03	12	20	01	35	TIF
11087	45.3772	41.4685	40	140	2013	03	13	13	42	35	TIF
11088	44.0430	41.4242	6	185	2013	03	13	22	59	20	TIF
11089	41.8305	41.7662	14	302	2013	03	14	04	35	47	TIF
11090	46.5420	42.0272	19	311	2013	03	16	10	03	20	TIF
11091	44.1922	42.0007	23	139	2013	03	17	03	25	03	TIF
11092	41.5750	41.6830	7	2.0	2013	03	17	07	37	52	AFAD
11093	41.0602	42.3803	43	319	2013	03	17	07	46	08	TIF
11094	41.7548	41.7625	18	302	2013	03	17	08	35	47	TIF
11095	41.8780	41.7360	7	2.2	2013	03	17	08	36	56	AFAD
11096	44.0322	41.3726	6	0	2013	03	18	21	04	07	ISC
11097	46.3149	41.7755	6	0	2013	03	18	21	54	58	ISC
11098	43.8985	41.3502	19	119	2013	03	19	16	48	27	TIF
11099	43.9900	41.3123	8	146	2013	03	19	18	21	09	TIF
11100	44.0348	41.4045	7	152	2013	03	19	20	38	08	TIF
11101	44.4590	41.5840	4	2.0	2013	03	19	22	01	32	AFAD
11102	41.7340	41.7690	7	2.4	2013	03	19	23	49	50	AFAD
11103	41.6540	41.7520	7	2.0	2013	03	20	13	30	50	AFAD
11104	45.9090	42.0652	13	202	2013	03	21	00	11	02	TIF
11105	43.8838	41.7685	32	250	2013	03	21	05	45	54	TIF
11106	40.7978	42.2663	21	350	2013	03	21	08	35	07	TIF
11107	47.0549	43.0076	8	0	2013	03	22	21	42	24	ISC
11108	46.5672	41.6330	7	291	2013	03	23	01	30	45	TIF
11109	45.4875	42.5570	24	239	2013	03	23	03	00	46	TIF
11110	41.5340	41.5640	7	2.3	2013	03	24	20	21	18	AFAD
11111	44.2850	41.4597	10	281	2013	03	25	06	45	35	TIF
11112	43.9642	41.3327	20	121	2013	03	25	18	00	14	TIF
11113	41.0902	42.4245	7	0	2013	03	26	00	45	22	ISC
11114	43.0867	41.8080	18	106	2013	03	26	05	21	12	TIF
11115	45.4686	42.1936	15	0	2013	03	26	14	03	38	ISC
11116	40.9323	42.3525	28	226	2013	03	26	14	58	11	TIF
11117	41.1180	42.2410	7	2.3	2013	03	26	17	19	45	AFAD
11118	41.5170	43.1113	19	3.8	2013	03	26	23	39	44	TIF
11119	41.5008	43.1140	17	2.8	2013	03	26	23	42	40	TIF
11120	41.6610	43.1568	21	2.6	2013	03	26	23	43	56	TIF
11121	41.6956	43.2004	6	0	2013	03	26	23	47	30	ISC
11122	41.6587	43.2355	9	0	2013	03	27	00	13	07	ISC
11123	41.6578	43.2143	6	0	2013	03	27	02	49	22	ISC
