	longitude	latitude	depth	mag	years	months	days	hours	minutes	seconds	author
3898	43.5162	42.5455	7	226	2010	05	03	16	32	48	TIF
3899	44.0372	41.3123	14	207	2010	05	03	22	31	15	TIF
3900	43.0248	41.7868	7	2.6	2010	05	04	01	55	37	AFAD
3901	43.5428	42.5382	12	209	2010	05	04	03	40	16	TIF
3902	43.5647	42.5483	10	95	2010	05	04	05	20	49	TIF
3903	42.9493	42.4418	17	234	2010	05	04	09	57	18	TIF
3904	43.4990	42.5348	10	209	2010	05	04	13	42	31	TIF
3905	42.5087	41.5517	19	296	2010	05	04	17	24	35	TIF
3906	43.5425	42.4995	8	219	2010	05	04	19	25	27	TIF
3907	42.5190	40.5408	7	2.8	2010	05	04	20	27	33	AFAD
3908	43.6027	42.4577	9	232	2010	05	05	08	50	10	TIF
3909	43.5865	42.4467	12	191	2010	05	05	09	10	49	TIF
3910	43.6355	42.4518	7	242	2010	05	05	09	11	31	TIF
3911	43.5815	42.4483	12	223	2010	05	05	09	14	42	TIF
3912	43.5737	42.4593	6	222	2010	05	05	09	23	35	TIF
3913	43.6268	42.4462	14	130	2010	05	05	10	57	04	TIF
3914	43.4538	42.5510	17	174	2010	05	05	16	59	26	TIF
3915	43.5978	42.4880	8	139	2010	05	05	17	54	50	TIF
3916	43.5375	42.4872	12	213	2010	05	05	18	17	15	TIF
3917	43.4408	42.5118	7	163	2010	05	05	22	19	47	TIF
3918	43.4902	42.5497	8	211	2010	05	06	04	46	50	TIF
3919	41.9406	41.6964	20	0	2010	05	06	07	53	13	CSEM
3920	44.5827	41.7653	16	120	2010	05	06	11	15	23	TIF
3921	42.6755	41.6932	10	0	2010	05	06	17	09	55	CSEM
3922	44.0383	41.4412	14	140	2010	05	07	15	18	55	TIF
3923	43.8912	41.3432	13	166	2010	05	07	17	52	21	TIF
3924	43.5827	42.4973	13	234	2010	05	07	18	20	32	TIF
3925	43.4977	42.5272	8	205	2010	05	07	23	02	33	TIF
3926	43.4795	42.5795	12	237	2010	05	08	03	48	33	TIF
3927	43.4538	42.5820	16	181	2010	05	08	03	54	46	TIF
3928	43.4635	42.5642	10	191	2010	05	08	04	34	19	TIF
3929	43.5095	42.5617	10	234	2010	05	08	06	19	19	TIF
3930	45.2225	43.7462	17	299	2010	05	08	10	00	54	TIF
3931	43.4847	42.4787	7	165	2010	05	08	18	05	10	TIF
3932	43.6188	42.5060	13	2.9	2010	05	09	10	39	27	TIF
3933	43.4570	42.5547	12	160	2010	05	09	15	29	01	TIF
3934	43.5348	42.5250	8	224	2010	05	09	17	50	23	TIF
3935	43.4592	42.5472	10	179	2010	05	09	19	13	43	TIF
3936	43.4608	42.5455	8	181	2010	05	09	19	17	22	TIF
3937	43.6197	42.5152	14	251	2010	05	09	19	30	27	TIF
3938	44.0095	41.3510	15	194	2010	05	09	20	41	24	TIF
3939	44.2843	42.4015	16	212	2010	05	09	22	36	56	TIF
3940	44.0097	41.3293	15	198	2010	05	10	12	55	44	TIF
3941	42.3348	41.5437	18	2.5	2010	05	10	22	15	24	TIF
3942	43.9830	41.4058	7	176	2010	05	11	02	04	42	TIF
3943	43.9695	41.5960	11	168	2010	05	11	09	50	03	TIF
3944	43.7477	42.4092	4	213	2010	05	11	10	01	16	TIF
3945	43.5205	42.5132	8	188	2010	05	11	15	47	17	TIF
3946	43.3877	42.3773	8	134	2010	05	11	21	42	19	TIF
3947	43.8355	42.3378	9	180	2010	05	12	00	52	32	TIF
3948	45.9550	42.1245	11	326	2010	05	12	01	14	41	TIF
3949	43.5778	42.5077	8	236	2010	05	12	01	20	32	TIF
3950	43.5797	42.5415	9	249	2010	05	12	01	31	51	TIF
3951	43.5413	42.5920	14	304	2010	05	12	11	09	47	TIF
3952	43.5065	42.5422	7	218	2010	05	13	00	32	31	TIF
3953	43.6377	42.5112	7	255	2010	05	13	00	59	38	TIF
3954	43.4768	42.5557	8	202	2010	05	13	01	54	22	TIF
3955	43.5835	42.5530	9	227	2010	05	13	02	42	43	TIF
3956	43.5220	42.4528	9	200	2010	05	13	07	03	02	TIF
3957	43.3885	42.5920	16	204	2010	05	13	12	10	08	TIF
3958	43.7908	42.4265	5	186	2010	05	13	15	50	57	TIF
3959	43.6348	42.5000	4	245	2010	05	13	16	57	35	TIF
3960	43.5603	42.5097	7	230	2010	05	13	18	07	35	TIF
3961	43.5505	42.5080	8	225	2010	05	13	18	10	22	TIF
3962	43.5740	42.5170	6	237	2010	05	13	19	30	51	TIF
3963	43.5662	41.6747	6	171	2010	05	13	21	43	01	TIF
3964	43.5127	42.5808	10	257	2010	05	14	05	51	44	TIF
3965	44.4015	41.8200	19	181	2010	05	14	08	01	48	TIF
3966	43.5038	42.4382	8	199	2010	05	14	12	51	37	TIF
3967	43.5720	42.5132	16	276	2010	05	14	14	27	49	TIF
3968	46.4958	43.2898	26	281	2010	05	14	16	55	06	TIF
3969	44.0727	41.4592	15	197	2010	05	14	20	45	39	TIF
3970	43.5277	42.5092	7	269	2010	05	15	11	18	24	TIF
3971	43.5398	42.5122	8	196	2010	05	15	22	13	25	TIF
3972	43.5510	42.5195	7	229	2010	05	16	23	01	03	TIF
3973	44.0040	41.4472	13	175	2010	05	17	08	18	47	TIF
3974	44.4750	41.4500	0	160	2010	05	17	13	23	35	TIF
3975	43.3262	42.4702	7	136	2010	05	17	15	19	12	TIF
3976	43.5587	42.5463	6	245	2010	05	17	18	59	49	TIF
3977	44.0955	41.4377	15	156	2010	05	18	06	30	29	TIF
3978	44.4168	41.4268	0	143	2010	05	18	09	33	41	TIF
3979	45.8312	43.0582	12	260	2010	05	18	10	30	13	TIF
3980	43.4665	42.5427	8	186	2010	05	18	11	36	43	TIF
3981	42.3310	42.4775	7	2.7	2010	05	18	11	57	39	AFAD
3982	43.0403	42.3217	6	114	2010	05	18	14	12	22	TIF
3983	41.7955	41.5760	7	2.6	2010	05	18	20	17	01	AFAD
3984	44.4465	41.4313	0	117	2010	05	19	12	25	57	TIF
3985	43.4808	42.5088	10	189	2010	05	19	12	52	14	TIF
3986	43.4398	42.5023	7	163	2010	05	19	17	40	47	TIF
3987	43.7148	42.4490	5	263	2010	05	19	23	35	10	TIF
3988	43.5195	42.5450	12	227	2010	05	20	09	46	08	TIF
3989	43.6225	42.4987	8	247	2010	05	20	18	41	51	TIF
3990	43.5918	42.5010	13	238	2010	05	20	20	50	34	TIF
3991	43.4538	42.5627	10	175	2010	05	20	22	45	31	TIF
3992	43.3997	42.5215	8	135	2010	05	20	23	16	50	TIF
3993	43.4870	42.5187	13	195	2010	05	20	23	46	34	TIF
3994	43.5487	42.5057	8	196	2010	05	21	01	42	34	TIF
3995	43.6093	42.4180	4	230	2010	05	21	01	54	14	TIF
3996	43.4792	42.4943	7	185	2010	05	21	01	56	15	TIF
3997	43.4208	42.5555	9	135	2010	05	21	05	12	39	TIF
3998	43.5353	42.5337	8	204	2010	05	21	06	34	24	TIF
3999	43.5370	42.5137	7	221	2010	05	21	08	55	20	TIF
4000	43.5518	42.5138	7	228	2010	05	21	09	02	15	TIF
4001	43.5698	42.5212	9	180	2010	05	21	16	19	32	TIF
4002	43.5723	42.5272	8	241	2010	05	21	18	01	45	TIF
4003	43.5373	42.4578	9	208	2010	05	21	22	14	26	TIF
4004	43.4832	42.5920	14	270	2010	05	22	05	42	05	TIF
4005	43.5217	42.5218	8	217	2010	05	22	07	40	04	TIF
4006	43.5353	42.5188	7	222	2010	05	22	07	42	56	TIF
4007	43.5338	42.5178	8	221	2010	05	22	07	45	44	TIF
4008	43.5887	42.5410	16	252	2010	05	23	01	25	24	TIF
4009	42.6395	42.5138	16	146	2010	05	23	08	09	25	TIF
4010	46.0443	42.1545	17	226	2010	05	23	15	44	08	TIF
4011	43.5935	42.4967	8	206	2010	05	23	18	32	30	TIF
4012	43.6840	42.4482	14	166	2010	05	23	21	28	26	TIF
4013	43.9485	41.3928	13	186	2010	05	23	23	22	03	TIF
4014	43.4538	42.5503	9	174	2010	05	24	01	07	01	TIF
4015	43.5765	42.5502	8	253	2010	05	24	06	52	26	TIF
4016	43.5097	42.5577	15	231	2010	05	24	07	00	35	TIF
4017	42.3462	42.8002	6	2.9	2010	05	24	23	52	34	AFAD
4018	43.5338	42.5670	9	250	2010	05	25	01	48	51	TIF
4019	43.4538	42.5587	11	2.8	2010	05	25	06	19	41	TIF
4020	43.4997	42.5408	8	212	2010	05	25	10	30	51	TIF
4021	43.4658	42.5835	14	230	2010	05	25	19	49	17	TIF
4022	43.5120	42.4440	7	195	2010	05	26	01	26	29	TIF
4023	44.0213	41.5870	14	129	2010	05	26	03	00	57	TIF
4024	43.5775	42.5395	13	2.8	2010	05	26	05	08	02	TIF
4025	44.4730	41.4168	0	144	2010	05	26	08	15	35	TIF
4026	43.5650	42.5783	6	266	2010	05	26	10	34	41	TIF
4027	43.4538	42.5838	11	139	2010	05	26	19	30	59	TIF
4028	43.4813	42.5650	9	215	2010	05	26	19	34	59	TIF
4029	43.5165	42.5377	9	221	2010	05	26	19	47	19	TIF
4030	43.4538	42.5608	9	174	2010	05	26	19	53	55	TIF
4031	43.3962	42.5547	7	151	2010	05	26	19	56	05	TIF
4032	43.4475	42.5465	6	166	2010	05	26	20	05	08	TIF
4033	43.4002	42.5677	9	164	2010	05	26	20	20	34	TIF
4034	43.4005	42.5455	5	139	2010	05	26	20	24	57	TIF
4035	43.4290	42.5920	12	205	2010	05	26	20	28	07	TIF
4036	43.4242	42.5920	12	204	2010	05	26	20	38	01	TIF
4037	43.4232	42.5920	12	204	2010	05	26	20	49	02	TIF
4038	43.4808	42.5160	8	190	2010	05	27	02	05	48	TIF
4039	43.9330	41.7480	14	140	2010	05	27	04	35	47	TIF
4040	43.4842	42.5710	10	226	2010	05	27	05	01	37	TIF
4041	43.4745	42.5425	6	193	2010	05	27	05	02	10	TIF
4042	43.4923	42.5730	10	236	2010	05	27	06	15	34	TIF
4043	43.4282	42.5573	8	179	2010	05	27	09	56	19	TIF
4044	43.4168	42.5610	9	193	2010	05	27	10	01	35	TIF
4045	43.4328	42.5502	7	169	2010	05	27	12	18	52	TIF
4046	42.3933	42.7745	6	2.9	2010	05	27	19	09	57	AFAD
4047	43.4735	42.5590	10	201	2010	05	27	21	28	34	TIF
4048	43.4455	42.5560	8	163	2010	05	27	22	51	51	TIF
4049	43.4627	42.5535	10	223	2010	05	28	00	25	41	TIF
4050	43.5443	42.4980	5	219	2010	05	28	09	37	00	TIF
4051	40.3806	42.3265	27	3.0	2010	05	28	11	11	08	AFAD
4052	43.4759	42.7023	9	0	2010	05	28	17	49	11	CSEM
4053	44.0070	41.3303	13	198	2010	05	28	23	54	06	TIF
4054	43.5198	43.3310	9	195	2010	05	29	00	16	20	TIF
4055	43.3617	42.6038	16	219	2010	05	29	09	04	52	TIF
4056	43.6320	42.5038	6	216	2010	05	29	09	55	00	TIF
4057	43.4538	42.4807	15	170	2010	05	29	13	03	32	TIF
4058	43.5938	42.5488	8	257	2010	05	29	20	03	56	TIF
4059	43.9190	41.3857	8	157	2010	05	30	20	27	59	TIF
4060	43.4762	42.5285	8	190	2010	05	30	21	06	47	TIF
4061	43.4318	42.4658	7	159	2010	05	30	21	26	44	TIF
4062	43.4363	42.5482	8	154	2010	05	30	22	39	55	TIF
4063	42.7332	41.3312	19	182	2010	05	30	23	06	24	TIF
4064	43.5612	42.4280	7	213	2010	05	30	23	23	27	TIF
4065	42.7228	41.3433	19	273	2010	05	30	23	30	19	TIF
4066	43.5582	42.5008	9	198	2010	05	31	04	19	35	TIF
4067	43.6482	42.5442	10	0	2010	05	31	05	00	31	CSEM
4068	43.4997	42.5363	10	210	2010	05	31	09	14	19	TIF
4069	44.4455	41.4180	0	125	2010	05	31	09	26	30	TIF
4070	43.5143	42.5245	12	214	2010	05	31	10	30	29	TIF
4071	43.5322	42.6047	14	285	2010	05	31	13	22	03	TIF
4072	43.5220	42.5327	13	222	2010	05	31	23	35	09	TIF
4073	43.4493	42.5076	9	0	2011	01	09	03	52	50	ISC
4074	40.1665	41.3531	27	3.0	2011	01	11	11	55	21	AFAD
4075	43.4188	42.5137	2	0	2011	01	15	17	37	19	CSEM
4076	42.7588	41.9433	5	0	2011	01	19	09	24	34	ISC
4077	42.6836	41.9148	11	0	2011	01	19	09	58	15	ISC
4078	42.7117	41.9174	13	0	2011	01	19	23	28	58	ISC
4079	42.6773	41.9397	10	0	2011	01	20	05	44	10	ISC
4080	42.7187	41.9310	2	0	2011	01	20	07	15	53	ISC
4081	38.4232	44.4197	10	0	2011	01	04	04	28	17	ISC
4082	39.7916	43.7108	4	0	2011	01	08	19	55	25	ISC
4083	46.1686	43.3278	8	0	2011	01	12	22	05	38	ISC
4084	46.2808	43.2711	6	0	2011	01	13	03	22	44	ISC
4085	46.2989	43.3310	5	0	2011	01	14	04	27	22	ISC
4086	49.4559	41.1378	55	3	2011	01	20	22	51	31	ISC
4087	42.6383	41.9425	3	0	2011	02	15	12	57	11	ISC
4088	47.0651	43.1350	35	2	2010	04	06	23	10	27	AZER
4089	43.0980	42.3508	7	3.3	2010	09	10	08	09	28	TIF
4090	45.1748	43.0067	11	0	2010	10	05	22	28	38	ISC
4091	43.5245	42.5245	6	0	2010	10	14	10	51	05	ISC
4092	46.2466	43.3119	3	0	2010	11	08	08	51	04	ISC
4093	46.2058	43.2661	7	0	2010	11	17	20	26	13	ISC
4094	43.4420	42.5618	12	0	2010	11	27	21	12	40	ISC
4095	48.8880	41.9847	32	1	2010	12	08	17	01	12	AZER
4096	45.2628	42.9091	4	0	2010	12	12	21	07	08	ISC
4097	48.6243	42.6847	34	2	2010	12	12	10	00	00	AZER
4098	44.4498	41.3493	2	0	2010	12	14	13	18	02	CSEM
4099	44.4057	41.3739	2	0	2010	12	15	13	47	39	CSEM
4100	46.3470	43.1566	15	2	2010	12	17	14	44	53	AZER
4101	46.4047	41.8557	26	1	2010	12	17	18	41	24	AZER
4102	44.1998	41.4492	2	0	2010	12	19	22	21	35	CSEM
4103	46.2222	42.4782	2	1	2010	12	20	07	13	46	CSEM
4104	47.8701	42.5376	33	2	2010	12	22	17	53	59	AZER
4105	44.1896	41.5170	3	0	2011	04	07	13	40	16	ISC
4106	49.1357	40.2770	32	0	2011	03	14	20	57	59	ISC
4107	42.6023	44.9360	6	0	1999	10	19	18	18	44	ISC
4108	46.2109	42.6998	10	0	2011	01	22	10	54	29	ISC
4109	46.0038	43.5115	133	0	2011	01	26	14	04	11	ISC
4110	49.1238	40.2771	16	0	2011	03	14	08	14	41	ISC
4111	45.9282	43.4183	12	0	2011	01	30	20	10	48	ISC
4112	47.9396	42.8859	4	0	2011	03	07	21	08	29	ISC
4113	45.7250	43.3183	16	3.8	2010	10	02	03	10	22	TIF
4114	45.2498	43.0158	24	4.2	2010	10	07	13	55	43	TIF
4115	46.0997	42.4657	8	3.9	2010	10	12	19	46	14	TIF
4116	46.0912	41.8190	17	2.8	2010	10	19	21	12	08	TIF
4117	42.4864	41.5184	1	0	2011	02	06	21	55	50	ISC
4118	41.7403	43.0008	2	0	2011	02	16	03	49	50	CSEM
4119	42.8417	42.6621	10	0	2011	02	22	01	09	14	CSEM
4120	43.8600	41.3569	5	0	2011	02	22	01	24	36	ISC
4121	39.3162	41.3612	17	0	2011	03	11	02	49	03	ISC
4122	46.0367	43.2966	10	0	2011	02	10	18	00	20	ISC
4123	43.5328	42.5452	9	234	2010	06	01	13	09	48	TIF
4124	43.6450	42.4423	13	202	2010	06	01	14	00	04	TIF
4125	43.5778	42.5547	8	255	2010	06	01	15	48	16	TIF
4126	43.5583	42.5322	6	210	2010	06	01	18	57	19	TIF
4127	42.3252	41.4800	7	2.5	2010	06	01	21	10	34	AFAD
4128	43.5560	42.5592	7	252	2010	06	02	17	12	02	TIF
4129	43.5343	42.5253	7	199	2010	06	02	17	50	21	TIF
4130	43.5543	42.5535	7	248	2010	06	02	19	07	01	TIF
4131	43.4687	42.5920	13	272	2010	06	02	20	36	08	TIF
4132	43.4442	42.5287	6	147	2010	06	03	07	00	33	TIF
4133	43.5358	42.5273	8	226	2010	06	03	18	05	22	TIF
4134	43.5230	42.5202	7	214	2010	06	03	20	49	27	TIF
4135	42.2177	42.8560	7	3.1	2010	06	03	23	40	31	AFAD
4136	41.5635	42.7375	14	316	2010	06	04	02	14	58	TIF
4137	44.0620	41.4160	11	159	2010	06	04	03	12	04	TIF
4138	43.5277	42.5118	8	216	2010	06	04	07	35	48	TIF
4139	44.4330	41.8717	17	107	2010	06	04	08	08	15	TIF
4140	44.4465	41.4337	0	116	2010	06	04	11	22	24	TIF
4141	43.5137	42.5628	9	238	2010	06	04	22	36	39	TIF
4142	43.4952	42.5637	10	227	2010	06	04	22	51	42	TIF
4143	43.5292	42.5662	9	224	2010	06	04	23	33	31	TIF
4144	43.4882	42.5562	9	193	2010	06	04	23	39	52	TIF
4145	43.4950	42.5658	11	229	2010	06	05	00	13	56	TIF
4146	43.5423	42.5575	6	246	2010	06	05	00	55	44	TIF
4147	43.4538	42.7353	13	308	2010	06	05	04	21	26	TIF
4148	43.4050	42.5713	10	213	2010	06	05	21	04	35	TIF
4149	43.4720	42.4547	7	158	2010	06	06	00	13	23	TIF
4150	43.4088	41.7143	16	107	2010	06	06	04	06	40	TIF
4151	43.4538	42.5920	13	281	2010	06	06	07	23	16	TIF
4152	43.3650	42.4805	7	127	2010	06	06	08	15	47	TIF
4153	46.9550	42.9082	8	277	2010	06	06	10	57	36	TIF
4154	43.5483	42.5700	10	257	2010	06	06	12	39	53	TIF
4155	43.5355	42.5237	6	171	2010	06	06	22	35	29	TIF
4156	43.5755	42.5010	6	233	2010	06	07	03	17	57	TIF
4157	41.9133	41.9424	26	2.9	2010	06	07	10	00	18	AFAD
4158	43.6573	42.5472	10	270	2010	06	08	01	57	38	TIF
4159	46.1878	42.0132	28	147	2010	06	08	12	31	24	TIF
4160	43.4792	42.5442	9	198	2010	06	09	02	24	27	TIF
4161	43.5647	42.5155	10	233	2010	06	09	12	42	15	TIF
4162	45.4797	43.3620	24	299	2010	06	09	18	20	11	TIF
4163	45.5500	43.4192	14	191	2010	06	09	18	39	48	TIF
4164	45.7017	43.3833	29	251	2010	06	09	19	17	32	TIF
4165	44.0845	41.4467	18	198	2010	06	10	09	08	03	TIF
4166	44.1448	41.5517	17	169	2010	06	10	22	30	42	TIF
4167	44.0032	41.3375	15	102	2010	06	11	00	03	28	TIF
4168	43.6198	42.4753	9	241	2010	06	11	03	21	37	TIF
4169	43.0558	43.9068	22	281	2010	06	11	16	43	45	TIF
4170	45.5537	43.3703	11	194	2010	06	11	21	26	13	TIF
4171	44.4255	41.4142	14	87	2010	06	12	01	11	11	TIF
4172	43.9087	41.4562	14	140	2010	06	12	03	42	48	TIF
4173	43.4612	42.5542	9	222	2010	06	12	04	17	06	TIF
4174	43.5082	42.5053	8	204	2010	06	12	07	02	53	TIF
4175	43.5830	42.4968	12	234	2010	06	12	08	50	00	TIF
4176	43.5708	42.5132	11	235	2010	06	12	20	24	35	TIF
4177	46.2953	43.3082	16	209	2010	06	13	03	24	14	TIF
4178	45.5568	43.2430	15	278	2010	06	13	12	52	22	TIF
4179	43.5125	42.5190	16	211	2010	06	13	14	47	36	TIF
4180	45.6833	43.3132	10	280	2010	06	13	22	11	22	TIF
4181	43.4887	42.5343	9	201	2010	06	14	12	06	38	TIF
4182	43.5147	42.5510	10	228	2010	06	14	13	51	06	TIF
4183	43.4998	42.5257	8	206	2010	06	14	13	56	46	TIF
4184	43.5193	42.4878	15	205	2010	06	14	16	03	47	TIF
4185	43.5777	42.4820	9	228	2010	06	14	19	58	49	TIF
4186	41.9582	41.7951	20	0	2010	06	14	23	09	48	CSEM
4187	42.0165	41.8310	17	0	2010	06	15	02	04	33	CSEM
4188	43.5338	42.5598	7	244	2010	06	15	02	11	55	TIF
4189	41.6820	42.7432	19	315	2010	06	15	02	37	04	TIF
4190	43.4945	42.5408	10	3.0	2010	06	15	03	18	29	TIF
4191	43.5392	42.5205	8	225	2010	06	15	12	19	16	TIF
4192	44.4595	41.4673	0	164	2010	06	15	12	57	52	TIF
4193	43.5837	42.5268	7	244	2010	06	17	01	03	52	TIF
4194	43.9368	41.3748	13	158	2010	06	17	03	18	32	TIF
4195	43.9347	41.3780	14	189	2010	06	17	06	56	43	TIF
4196	43.5340	42.5482	7	236	2010	06	17	11	25	54	TIF
4197	43.5492	42.5547	7	247	2010	06	17	13	18	05	TIF
4198	43.5570	42.5263	9	235	2010	06	17	21	25	46	TIF
4199	43.5650	42.5053	9	230	2010	06	18	03	26	02	TIF
4200	43.4177	42.5593	7	141	2010	06	18	04	59	55	TIF
4201	45.4978	41.7653	19	270	2010	06	19	01	15	14	TIF
4202	43.4567	42.5602	9	179	2010	06	19	04	16	41	TIF
4203	43.4758	42.4648	8	181	2010	06	19	05	37	07	TIF
4204	43.4767	42.5492	9	198	2010	06	19	05	40	49	TIF
4205	43.5737	42.5153	12	237	2010	06	19	17	57	55	TIF
4206	43.5543	42.5373	8	239	2010	06	20	01	38	42	TIF
4207	43.4847	42.5358	9	199	2010	06	20	04	25	19	TIF
4208	43.4538	42.5920	14	316	2010	06	20	07	21	10	TIF
4209	43.5668	42.4612	7	220	2010	06	20	11	33	08	TIF
4210	43.6208	42.5010	7	213	2010	06	20	19	19	42	TIF
4211	43.4242	42.4372	14	156	2010	06	20	21	51	52	TIF
4212	44.4572	41.4255	0	128	2010	06	21	08	16	08	TIF
4213	43.4824	42.5509	2	1	2010	06	21	13	29	47	CSEM
4214	43.8922	42.5012	13	66	2010	06	21	14	16	33	TIF
4215	44.1183	41.4270	13	159	2010	06	21	19	58	45	TIF
4216	42.7759	41.7734	5	2.8	2010	06	22	16	54	31	AFAD
4217	42.8500	42.0537	6	2.6	2010	06	22	17	09	43	AFAD
4218	42.4682	42.2315	5	2.6	2010	06	22	17	12	02	AFAD
4219	43.7075	42.4155	7	208	2010	06	22	18	27	59	TIF
4220	43.2390	41.8683	5	103	2010	06	22	20	06	05	TIF
4221	43.2450	41.8567	6	137	2010	06	22	21	46	18	TIF
4222	43.9770	41.3525	18	168	2010	06	22	22	11	55	TIF
4223	43.2227	41.8845	18	107	2010	06	23	00	24	58	TIF
4224	41.9263	42.5502	14	254	2010	06	23	03	03	12	TIF
4225	43.5592	42.5662	7	257	2010	06	23	03	17	08	TIF
4226	44.9885	42.4613	24	278	2010	06	23	06	29	15	TIF
4227	43.2238	41.8792	17	125	2010	06	23	09	04	36	TIF
4228	44.4518	41.4188	0	129	2010	06	23	14	53	44	TIF
4229	43.4935	42.5548	7	196	2010	06	23	15	54	32	TIF
4230	45.2240	41.8515	14	192	2010	06	23	21	54	06	TIF
4231	43.7525	42.4172	5	181	2010	06	24	11	06	14	TIF
4232	43.5942	42.5553	9	260	2010	06	25	01	59	45	TIF
4233	43.5670	42.5795	9	267	2010	06	26	00	25	37	TIF
4234	43.5368	42.5078	7	219	2010	06	26	01	32	12	TIF
4235	44.0048	41.3433	16	171	2010	06	26	01	49	35	TIF
4236	43.5865	42.5118	8	209	2010	06	26	04	21	29	TIF
4237	44.0227	42.3233	12	189	2010	06	26	11	53	06	TIF
4238	43.5470	42.5147	8	226	2010	06	26	19	16	13	TIF
4239	43.5555	42.5143	8	229	2010	06	26	19	17	05	TIF
4240	43.5182	42.5903	11	269	2010	06	26	20	33	24	TIF
4241	43.5505	42.5170	7	201	2010	06	26	20	56	54	TIF
4242	43.5245	42.5408	14	227	2010	07	05	14	24	32	TIF
4243	43.8646	41.3304	5	0	2010	06	26	22	33	37	CSEM
4244	46.9258	42.7447	23	190	2010	06	27	00	42	48	TIF
4245	43.1093	42.5172	11	227	2010	06	27	02	57	49	TIF
4246	43.9198	41.7313	15	123	2010	06	27	20	06	02	TIF
4247	43.4198	42.5528	9	133	2010	06	28	05	43	18	TIF
4248	43.9937	41.4193	11	154	2010	06	28	19	01	21	TIF
4249	43.1968	42.0763	9	157	2010	06	28	23	59	44	TIF
4250	43.6068	42.5087	7	213	2010	06	29	01	45	59	TIF
4251	43.5392	42.5237	8	226	2010	06	29	03	44	41	TIF
4252	43.2430	41.8692	6	135	2010	06	29	05	05	14	TIF
4253	44.4715	41.4365	0	156	2010	06	29	11	26	27	TIF
4254	43.5863	42.5170	9	58	2010	06	29	15	21	53	TIF
4255	43.6002	42.5053	4	242	2010	06	29	21	06	40	TIF
4256	43.6097	42.5115	8	247	2010	06	29	21	06	52	TIF
4257	43.5168	42.5517	6	230	2010	06	30	07	22	11	TIF
4258	43.5912	42.5525	3	258	2010	06	30	19	18	46	TIF
4259	43.5318	42.5038	8	215	2010	06	30	22	18	56	TIF
4260	43.2187	41.9405	9	196	2010	06	30	23	14	19	TIF
4261	43.5095	42.5520	7	226	2010	07	01	01	48	07	TIF
4262	42.0193	41.3032	7	2.4	2010	07	01	03	58	50	AFAD
4263	43.5338	42.5547	5	241	2010	07	01	16	41	00	TIF
4264	43.5310	42.5572	9	217	2010	07	01	16	55	32	TIF
4265	43.5523	42.5102	8	227	2010	07	01	23	03	33	TIF
4266	43.4500	41.5367	5	0	2010	07	01	23	37	03	CSEM
4267	43.5352	42.5440	7	234	2010	07	02	03	21	48	TIF
4268	43.4875	42.5575	10	214	2010	07	02	08	02	58	TIF
4269	43.9100	41.3302	14	200	2010	07	02	16	50	15	TIF
4270	43.5575	42.5148	7	230	2010	07	02	20	33	36	TIF
4271	43.5835	42.5377	9	249	2010	07	03	06	11	33	TIF
4272	43.5650	42.5668	6	259	2010	07	03	12	51	34	TIF
4273	43.5053	42.5607	10	231	2010	07	04	09	23	46	TIF
4274	43.5012	42.4750	6	194	2010	07	04	11	52	40	TIF
4275	43.5240	42.5213	8	165	2010	07	04	18	39	28	TIF
4276	43.5348	42.5220	8	223	2010	07	04	18	41	30	TIF
4277	43.5488	42.5217	7	229	2010	07	04	19	04	13	TIF
4278	43.5475	42.5745	9	260	2010	07	04	22	27	17	TIF
4279	43.5688	42.5000	7	172	2010	07	05	01	20	11	TIF
4280	44.4765	41.4365	0	156	2010	07	05	08	23	34	TIF
4281	43.5815	42.5712	8	265	2010	07	05	23	21	58	TIF
4282	43.5840	42.5920	12	277	2010	07	05	23	24	59	TIF
4283	43.5778	42.5842	11	272	2010	07	06	00	05	07	TIF
4284	43.5913	42.5920	10	278	2010	07	06	00	05	20	TIF
4285	43.5890	42.5920	10	278	2010	07	06	02	27	00	TIF
4286	43.5082	42.5575	14	230	2010	07	06	03	05	47	TIF
4287	43.1490	40.7238	5	2.7	2010	07	06	17	23	01	AFAD
4288	43.5212	42.5263	7	167	2010	07	06	18	27	47	TIF
4289	43.5560	42.5195	11	231	2010	07	06	21	56	23	TIF
4290	47.7035	41.8505	15	129	2010	07	06	22	48	06	TIF
4291	43.5352	42.5658	9	249	2010	07	07	00	43	06	TIF
4292	43.1493	42.4615	7	209	2010	07	07	00	49	59	TIF
4293	43.5217	42.5545	8	235	2010	07	07	03	01	30	TIF
4294	43.5915	42.5093	7	180	2010	07	07	03	47	33	TIF
4295	43.5077	42.5455	6	220	2010	07	07	15	39	34	TIF
4296	43.5158	42.6308	8	323	2010	07	07	16	56	05	TIF
4297	44.0200	41.3240	14	176	2010	07	08	03	28	51	TIF
4298	44.4755	41.4350	0	156	2010	07	08	11	04	40	TIF
4299	43.5030	42.5920	14	270	2010	07	08	16	44	16	TIF
4300	43.7788	41.3197	9	164	2010	07	09	03	41	35	TIF
4301	43.5742	42.5728	7	265	2010	07	09	22	53	04	TIF
4302	43.5312	42.5145	7	219	2010	07	10	01	51	57	TIF
4303	43.3872	42.5610	10	211	2010	07	10	04	50	53	TIF
4304	44.4695	41.4303	0	154	2010	07	10	10	00	06	TIF
4305	43.4817	42.5115	6	190	2010	07	10	13	47	03	TIF
